# size thread(s) cpu-cycles node-loads node-load-misses node-stores node-store-misses node-prefetches node-prefetch-misses offcore_response.all_demand_mlc_pref_reads.llc_miss.local_dram offcore_response.demand_code_rd.llc_miss.local_dram offcore_response.demand_data_rd.llc_miss.local_dram offcore_response.pf_l2_data_rd.llc_miss.local_dram offcore_response.demand_code_rd.llc_miss.remote_dram offcore_response.demand_data_rd.llc_miss.remote_dram offcore_response.pf_l2_data_rd.llc_miss.remote_dram offcore_response.demand_data_rd.llc_miss.remote_hit_forward offcore_response.demand_data_rd.llc_miss.remote_hitm mem_load_uops_llc_miss_retired.local_dram mem_load_uops_llc_miss_retired.remote_dram
8388608 40 46391179714 12637830 6139847 10680214 4588628 42161676 3167324 43508381 3183 3253432 41261302 18470 344552 831150 1296351 7563951 3158 39852
8388608 44 52645474435 14326399 7066245 11250335 5038907 46652210 3894451 47365540 3327 3550472 43786549 14910 525712 1342105 1510597 8889796 4056 41398
8388608 48 60208400140 16408727 8012019 12183485 5414276 52158385 4193080 52581193 3660 3960599 47563715 18338 516240 1554843 1755899 10793929 4196 37611
8388608 52 68051947010 19332609 9269884 13437238 5713267 57661583 3990164 58585338 4738 4380818 53421216 20092 564869 1260631 1912674 13032156 4380 35058
8388608 56 75753323855 22985623 11617255 15566140 6349188 61546388 3804755 64003394 5896 4608535 58495312 26266 542412 1312680 1968507 14501458 4535 68482
8388608 60 84497357335 25573689 13716074 16959971 7390789 64347018 3715210 68714501 6894 5144015 63492128 31893 513144 860456 1989304 14784676 3868 67363
8388608 64 93570615273 27084395 14713471 17575518 8190126 68006417 3125204 71689394 9039 5596811 66992031 29040 453941 150747 1979322 14942644 3857 76106
16777216 1 1425569518 178349 95778 222298 11154 1040543 459 1128494 171 82999 1029167 2053 1433 127 1312 1492 0 30
16777216 4 6154532624 951823 710961 1821736 750742 5917804 2003726 4342028 442 314216 3737851 1159 111734 1369834 114957 154745 49 12113
16777216 8 13019090893 2592273 1408956 4222038 2102928 16474476 2846524 16099107 988 1198006 14963478 4035 160625 1891482 289921 675440 316 25066
16777216 12 20160020779 4147343 1988065 5902854 2490389 24889625 3611815 23395110 1174 1721232 22259789 3230 196205 2449594 431738 1299453 893 35237
16777216 16 27788784732 6308404 2870060 7305621 3113880 35481982 4308302 33934186 3000 2541192 30666635 6017 233126 2785606 988772 3018864 1637 52547
16777216 20 35669660334 9028373 4531286 11117281 4337819 43339894 5540320 42457415 2508 3153622 39778161 13453 365569 3763888 1105614 4220223 2927 77248
16777216 24 44066313046 11714409 5876414 13057881 5622272 51414005 5365618 50778789 2607 3775561 47614295 13559 488611 3375143 1265849 4907059 4990 96651
16777216 28 53236901939 14659233 7735209 15372661 6546093 61573716 7122029 59841725 3755 4391365 54141665 13543 772636 4500160 1775288 6730584 6163 132098
16777216 32 63998776075 17661667 9460107 18301034 7668138 69981297 7386878 68969159 4926 5104671 63408591 16545 799988 4547121 2060966 8855588 7246 163855
16777216 36 76879139889 20939963 10832447 20122397 8776451 79147199 7316925 78635814 5759 5649396 71873108 26417 796712 4301757 2337963 11240851 7380 213581
16777216 40 90191685189 24704073 12701565 22078660 9539241 88163502 9098082 86832125 7196 6197468 79513996 26608 896212 5468805 2683396 14111419 7374 210610
16777216 44 103804915743 28988544 15414754 24996803 10783322 97213141 9259919 97065799 7207 7274865 88904259 31018 856824 4827124 2921500 16375558 8758 238442
16777216 48 119278467001 33084697 17400680 26593878 11600474 105566225 9753330 105295597 9842 7855336 96558502 36473 869588 4597370 3215006 19235307 9541 195423
16777216 52 134780503198 37438078 19372760 28221758 12054546 115309811 10357233 114833585 12322 8224459 103786155 41823 759030 4707642 3618910 22631473 12765 190154
16777216 56 151750823571 42254825 22189336 30667701 12943959 125123189 10066279 126508234 12348 9169252 114042554 50293 843944 4683770 3952663 26827326 8214 142156
16777216 60 169613214898 46774080 24895791 32489579 14258971 131863776 7715948 137549004 13456 10246943 126042775 52845 661938 2151578 4146466 30027791 8980 118195
