# size thread(s) cpu-cycles node-loads node-load-misses node-stores node-store-misses node-prefetches node-prefetch-misses offcore_response.all_demand_mlc_pref_reads.llc_miss.local_dram offcore_response.demand_code_rd.llc_miss.local_dram offcore_response.demand_data_rd.llc_miss.local_dram offcore_response.pf_l2_data_rd.llc_miss.local_dram offcore_response.demand_code_rd.llc_miss.remote_dram offcore_response.demand_data_rd.llc_miss.remote_dram offcore_response.pf_l2_data_rd.llc_miss.remote_dram offcore_response.demand_data_rd.llc_miss.remote_hit_forward offcore_response.demand_data_rd.llc_miss.remote_hitm mem_load_uops_llc_miss_retired.local_dram mem_load_uops_llc_miss_retired.remote_dram
1048576 28 1242390297650 3201485 2574298 6307721 2435245 9385047 717929 9808750 9927 1083891 8202153 67710 103274 210910 347325 762598 209 15885
1048576 32 1425577454267 5108307 2522741 6744545 2405835 27623272 1348857 29761639 46537 3063963 25694193 182105 228776 551964 280274 788032 315 34202
1048576 36 1711983048841 7416089 2648358 7434820 2647716 48507892 2516961 52135732 102809 5239558 45582038 236838 400949 1445741 355194 902187 843 39181
1048576 40 1999263142208 11300597 3341127 8325430 2805880 77238450 3569666 83323807 177055 8254275 73717047 368892 647028 2385986 356070 875608 967 40820
1048576 44 2287788897158 19967833 3549006 9006059 3002498 166384552 7103165 177260263 207848 16409475 159490255 648333 1378636 5632131 406138 1032217 2471 55735
1048576 48 2584665818286 33216194 4534857 9683064 2949261 294391225 10324702 313944773 412641 27916004 284222578 881179 1975322 8793018 436930 1021750 4482 68821
1048576 52 2941106559861 51791924 5871741 10476635 3000513 488339754 17913764 516524501 490519 44114036 470122274 1327382 3039073 16174289 578514 1143006 6880 80169
1048576 56 3301919121168 80879531 7289730 11027624 3116379 780982757 24047686 828330528 631777 69168098 757059746 1598474 4328700 22200264 711707 1178209 8449 104439
1048576 60 3707809987720 121885881 8634741 11989174 3246192 1219080583 29340534 1297245060 779942 105153356 1188762447 1995293 5480290 27118354 958111 1237541 10465 119404
1048576 64 4145838349868 183958569 11083804 13105176 3253874 1879395234 35481810 2004049735 921031 157942070 1842410359 2721692 7503332 33710009 1320384 1322004 13283 168525
2097152 1 44317658753 149940 136653 179621 31118 4936 3241 8005 9 1351 3258 10 119 39 8207 10268 0 14
2097152 4 177499452783 785671 772554 1073685 422974 212473 57473 55116 42 5030 28054 463 2707 8227 92980 99168 13 2120
2097152 8 355248941198 1253838 1378280 2363237 1060529 958884 361194 489937 47 39905 281061 2846 5407 24814 180304 173605 98 4233
2097152 12 532405566126 1681334 1881638 3431161 1478348 2300945 496612 2063601 1030 133502 1598334 9623 10594 58550 233109 308342 165 9418
2097152 16 709836632530 3696817 2410632 4564147 1711304 17676575 1091731 19050075 18365 1603830 17029322 44743 66689 482564 312457 542806 245 27362
2097152 20 887470741929 7706241 2727778 4916363 1903020 61550729 2206312 65686979 45924 5438972 59957722 118266 218902 1415270 398525 706095 393 59075
2097152 24 1067087505183 19836593 2857196 5301272 2004290 200660196 5820418 212531773 111775 17348782 196176604 308994 691474 4825140 416124 831488 2268 111730
2097152 28 1246982461513 44214319 4390612 6171420 2266634 481362039 14978692 506855146 200764 40046701 468056304 574511 1761278 13927578 484978 958389 10737 238104
2097152 32 1436838018474 77440838 5912597 6731014 2469856 883842808 24934372 930597824 335463 71549810 859451869 813014 2861920 23755827 577324 903389 32941 339186
2097152 36 1723655565950 107361265 6366614 6880376 2619716 1260598285 34462866 1324307398 354873 97577400 1224988502 992919 3734795 32780942 813102 1114822 49710 320886
2097152 40 2012742156821 137455828 8092941 7944978 2884053 1619417792 46861796 1694055580 357898 120750905 1571070942 1074555 4914474 44904265 950712 1300295 69017 295424
